ms_since_start,tempC,humidity,accel_rms,iso_time
2042203,16.6,65.7,0.0283,2025-10-01T22:13:18
2042703,16.6,65.7,0.0000,2025-10-01T22:13:18
2043203,16.6,65.7,0.0000,2025-10-01T22:13:19
2043703,16.6,65.7,0.0283,2025-10-01T22:13:19
2044203,16.6,65.8,0.0283,2025-10-01T22:13:20
2044703,16.6,65.8,0.0000,2025-10-01T22:13:20
2045203,16.6,65.8,0.0000,2025-10-01T22:13:21
2045703,16.6,65.8,0.0000,2025-10-01T22:13:21
2046203,16.6,65.7,0.0000,2025-10-01T22:13:22
2046703,16.6,65.7,0.0000,2025-10-01T22:13:22
2047203,16.6,65.7,0.0000,2025-10-01T22:13:23
2047703,16.6,65.7,0.0000,2025-10-01T22:13:23
2048203,16.6,65.7,0.0000,2025-10-01T22:13:24
2048703,16.6,65.7,0.0000,2025-10-01T22:13:24
2049203,16.6,65.7,0.0000,2025-10-01T22:13:25
2049703,16.6,65.7,0.0000,2025-10-01T22:13:25
2050203,16.6,65.8,0.0000,2025-10-01T22:13:26
2050703,16.6,65.8,0.0000,2025-10-01T22:13:26
2051203,16.6,65.8,0.0000,2025-10-01T22:13:27
2051703,16.6,65.8,0.0000,2025-10-01T22:13:27
2052203,16.6,65.8,0.0000,2025-10-01T22:13:28
2052704,16.6,65.8,0.0282,2025-10-01T22:13:28
2053204,16.6,65.8,0.0000,2025-10-01T22:13:29
2053704,16.6,65.8,0.0000,2025-10-01T22:13:29
2054204,16.6,65.7,0.0000,2025-10-01T22:13:30
2054704,16.6,65.7,0.0281,2025-10-01T22:13:30
2055204,16.6,65.7,0.0000,2025-10-01T22:13:31
2055704,16.6,65.7,0.0000,2025-10-01T22:13:31
2056204,16.6,65.8,0.0000,2025-10-01T22:13:32
2056704,16.6,65.8,0.0000,2025-10-01T22:13:32
2057204,16.6,65.8,0.0000,2025-10-01T22:13:33
2057704,16.6,65.8,0.0000,2025-10-01T22:13:33
2058204,16.6,65.8,0.0000,2025-10-01T22:13:34
